Code,Date,Code Client,Nit,Code product,Name,Description,Cost,NitProduc
291,2019-11-01 08:02:46,78-803-0618,01-233-8231,BE22 6164 4221 4369,Kids,Music,32771,64-511-2196
1,2018-04-06 08:11:31,39-220-6776,70-989-6184,AD90 9363 9653 3LDV UONQ WZXA,Home,Books,31880,08-357-4814
1105,2020-02-23 15:28:14,00-437-4759,22-704-4384,DE44 8220 9262 9869 3335 24,Clothing,Books,10278,66-849-5409
2,2020-03-29 04:59:22,46-187-8036,09-414-7956,FR06 8465 7841 54ZT PNDO OD8N C70,Shoes,Industrial,49256,92-613-6057
60,2019-02-27 05:33:55,32-726-1215,97-297-2177,BH66 RPUC VN38 U9D0 XXYZ RU,Movies,Clothing,10573,00-586-4316
4800,2018-09-04 13:38:46,22-641-2410,14-694-6329,KZ69 142I 9NQ0 JHZH A40J,Outdoors,Baby,34447,06-548-4329
2642,2019-10-29 16:57:43,33-686-5973,38-559-3715,CR24 1483 4790 8132 7083 0,Clothing,Movies,21034,36-469-9354
91345,2018-06-08 18:01:17,34-930-6182,50-468-7226,KW94 QJME B60U 62MY FHPE PSIG GOMI LO,Grocery,Health,49197,47-253-3992
0,2019-11-14 07:44:39,21-156-2575,18-362-0896,FI52 3149 1233 6561 59,Toys,Home,5775,44-969-6349
9,2019-09-07 04:35:06,89-720-5983,20-228-2122,GI90 TTKZ YULB MZWL VSHI 2HA,Baby,Automotive,30701,50-333-9344
83,2018-10-01 07:59:07,66-674-1383,05-846-0360,NO68 8769 7719 186,Electronics,Jewelery,26657,93-649-9286
291,2019-06-06 01:28:10,36-046-6983,92-010-7805,KW54 AQVT IM6Q VQ8C K8VH PP1X OLSM N4,Baby,Jewelery,33630,85-829-7880
9141,2019-02-17 11:23:33,72-407-6887,24-293-3558,MC26 4882 4786 08DC TCC2 FF4Q U04,Music,Home,28467,30-486-2250
9678,2020-02-01 08:02:29,83-966-1638,86-969-8433,LI13 3304 5O5N PORI IWJ1 Q,Automotive,Computers,15420,69-513-3255
1,2018-04-05 01:54:01,31-076-6424,35-920-8438,FR86 4102 9730 70YJ 7MMQ 84GI Y82,Games,Sports,48099,77-355-9494
486,2019-04-11 09:19:01,06-010-6638,48-591-5156,VG25 MWEU 6576 3153 8156 2303,Movies,Jewelery,23352,15-786-9789
955,2018-05-11 17:07:39,53-494-2563,50-723-8283,FR90 9226 7810 5646 DDJB QCP8 780,Tools,Garden,32682,53-142-1184
7137,2019-09-03 01:17:50,68-562-8282,85-134-2778,FR89 3035 9383 08I4 DYGL OLVO A02,Shoes,Games,23137,53-935-9122
448,2020-07-24 19:50:14,72-983-3673,74-566-4800,SK88 6138 3825 7344 5656 4331,Garden,Books,13548,47-322-9444
28,2020-07-23 06:29:42,63-645-4500,67-915-7212,FR59 2781 7262 76SP FXWP K1NF 396,Grocery,Games,28173,45-881-7256
2115,2020-02-25 14:57:26,57-345-3087,49-321-0232,CH91 2757 8WMB 9FIE OSGH X,Outdoors,Baby,33876,47-753-1479
97,2020-07-28 08:11:32,08-631-1076,01-561-2877,SI60 6045 4817 9957 392,Movies,Games,21054,46-915-0984
4,2018-05-05 06:54:34,66-670-1184,80-598-9875,LU73 261N YDOM 5NZA PIAM,Tools,Baby,34218,23-221-4910
455,2018-10-13 19:05:07,40-288-9150,18-208-6597,PK32 STGN CFSI BC9I IHCX IZWY,Jewelery,Electronics,15077,25-864-8171
0113,2019-10-03 01:19:53,11-004-7123,97-481-0101,NO51 5959 7057 045,Grocery,Sports,14080,12-771-9084
96708,2020-05-01 09:29:54,08-230-6645,40-684-2614,FR23 6952 6061 12GG EFUF RPTE W95,Baby,Tools,41665,22-229-1899
1,2018-11-18 13:21:41,64-611-8281,63-913-3786,NO60 9756 3586 323,Kids,Games,12544,97-393-6545
9,2019-06-23 03:09:03,92-411-1435,98-123-5395,MT09 GPXF 4972 1H0P S9HY HCJX HOAS V9X,Home,Kids,29247,71-186-7357
004,2018-04-07 16:36:47,35-513-4557,74-136-3377,GR28 2994 277C 0ULT 4PW0 YZRU QOP,Movies,Clothing,8805,30-890-2778
9383,2018-06-28 17:26:58,82-740-6275,03-899-9550,AE96 3907 6595 8131 6880 862,Clothing,Sports,11129,87-649-8312
77,2020-06-11 19:04:32,54-666-4231,04-122-7325,AD30 1137 1352 XRPS LLNL 1BB2,Toys,Outdoors,19625,11-310-8082
02,2020-03-01 11:38:00,71-154-1192,14-453-6011,RO04 KPLN C2MR QEGS EF9K QURP,Computers,Sports,7740,10-872-2082
9450,2019-08-19 06:42:32,77-771-8266,10-008-0887,FI51 3494 4621 4028 78,Beauty,Electronics,31333,37-981-9377
9,2018-07-17 09:43:13,12-657-3597,43-952-0102,FR37 1029 4465 99QP JNEH 1AFF H06,Outdoors,Industrial,19444,59-749-8357
1,2018-05-29 12:26:33,91-817-8358,75-348-1199,FI64 7056 2261 4968 84,Garden,Books,30101,82-950-5122
154,2019-05-01 15:19:03,97-453-8762,57-959-1705,BR57 1813 3663 6795 8491 7569 476T E,Clothing,Electronics,47450,26-883-7038
411,2019-02-28 00:19:00,88-957-7169,88-205-5678,LU85 7533 RMWQ UIVN EU0V,Garden,Beauty,34875,47-004-4808
39,2019-12-25 19:15:01,02-540-5889,74-864-6165,FR86 3181 5787 19EZ XBBQ V9KP W25,Jewelery,Sports,5520,78-559-8970
4,2019-09-25 02:06:38,22-053-0059,88-768-0518,MR33 8331 7142 9061 7217 3539 656,Tools,Toys,6861,21-808-3415
71,2020-03-29 16:54:39,68-743-2773,65-977-8158,DK48 0894 7673 2920 71,Grocery,Automotive,32599,50-027-4495
41976,2019-06-02 08:15:23,81-377-2154,68-065-8039,SM78 H581 0317 365A 5ZQW VVX0 CNM,Toys,Toys,36657,05-353-0362
50223,2020-02-26 00:28:21,78-197-8729,82-525-0351,FI96 4067 0700 4301 94,Games,Beauty,23965,89-279-3063
6758,2019-08-14 22:01:01,71-522-9028,07-037-4952,EE55 5284 4991 3914 7876,Health,Tools,13667,82-480-1659
9296,2019-07-24 19:44:23,31-832-3426,30-921-2883,FR81 9725 2029 57Y9 UYBL C1UI F58,Kids,Music,20990,01-924-1627
70,2020-02-29 00:23:45,11-651-4140,27-861-6669,RO20 SHWC QZAY LLZY PRMT 0SCL,Baby,Music,28404,28-873-8814
5,2019-08-07 02:23:40,07-945-8188,82-835-3273,DK02 3239 1895 8602 25,Garden,Home,41721,22-458-3391
50,2020-06-15 02:50:51,25-966-1913,94-400-2731,NL98 ANFJ 3577 5113 79,Health,Garden,10878,17-878-9541
0,2020-07-18 23:20:27,90-716-8661,24-486-5973,PK70 XDRY QJLQ VEQ6 AAP9 B3DW,Health,Baby,13742,16-686-3846
273,2020-03-05 23:20:40,76-735-8168,07-440-4018,DO16 VMI2 4947 5964 0061 5957 5326,Electronics,Toys,14986,89-018-3347
8051,2019-10-02 08:56:22,03-548-3540,06-003-9576,BG54 HTLD 9603 49GN BE1I 9X,Books,Automotive,23157,57-424-7854
547,2020-05-28 04:55:27,91-951-3297,48-812-3018,TN60 5775 1283 3408 9108 5656,Games,Automotive,32436,07-921-1450
58,2019-07-24 07:49:51,56-123-4463,00-115-8353,GI33 HZWB G9SL SKBE RVK4 AE2,Tools,Home,38508,65-983-1565
7719,2019-03-29 21:05:20,21-339-5589,51-587-5139,RO96 BORY Z3TO 6AC7 ZBN3 RYWP,Home,Baby,9289,51-578-8037
95,2019-02-10 12:04:24,28-757-7654,08-560-7943,IL89 6095 2328 2255 5420 994,Tools,Beauty,34852,28-773-7208
36,2020-05-17 05:13:18,22-947-1638,11-755-4841,CZ14 6806 5200 1314 1402 3209,Sports,Automotive,25718,67-735-7179
90811,2018-09-01 04:49:35,90-102-3647,10-972-5595,GL44 7701 8609 3902 40,Kids,Books,12738,75-945-9316
23,2020-02-26 22:56:58,17-216-2522,61-938-3078,HU53 3203 4205 7412 2809 3016 0185,Books,Shoes,10121,39-570-4494
1658,2019-02-07 12:03:44,79-255-5879,39-845-0482,FI03 1689 8392 5963 01,Music,Toys,42728,63-363-2124
36854,2020-08-30 16:40:16,12-396-5273,81-697-3630,ME58 2189 7786 8467 2755 68,Movies,Jewelery,22341,53-548-5761
906,2019-11-10 13:26:02,36-470-2488,36-527-3989,VG22 GOOI 3080 7695 6867 5162,Automotive,Shoes,45345,52-676-5694
2,2019-11-20 03:30:56,57-019-1760,37-801-9186,HU76 2498 0500 3425 3254 5014 0924,Garden,Shoes,13471,98-898-6972
2232,2018-10-03 20:34:01,65-266-4485,20-056-1701,IL65 7983 2415 4584 7645 137,Toys,Baby,25303,31-188-3220
9876,2020-05-15 12:37:42,83-562-4765,59-991-2790,LU60 208L INYP VPIO 82NZ,Industrial,Grocery,39719,95-555-3741
06,2018-09-10 18:43:42,70-186-0027,56-494-5876,AT71 5451 1231 8285 1621,Garden,Books,21727,48-693-6898
9,2019-06-15 20:17:33,96-829-0690,10-278-9917,NO12 6087 7884 062,Sports,Industrial,19672,93-279-4981
3676,2020-03-21 02:49:11,25-935-0865,52-812-5095,SI24 0871 3352 7230 355,Grocery,Home,30648,28-572-7869
63053,2020-02-14 01:28:32,98-676-8786,18-914-6767,CZ55 0427 7075 5272 6645 3849,Books,Jewelery,25519,58-253-8369
18,2019-06-23 04:55:34,18-463-8062,67-671-3825,RO33 RQIS KJFU HD3A 4KDA ASNQ,Computers,Industrial,7926,64-593-4689
215,2020-01-16 14:38:42,18-359-3494,88-452-3147,NL57 UXOT 8534 7119 64,Automotive,Jewelery,28698,56-923-1221
496,2019-03-22 12:51:03,46-746-0681,34-006-4992,GL68 0322 7440 8995 36,Computers,Shoes,27976,11-708-9476
1,2019-09-30 14:02:34,07-187-4078,75-094-2752,SA68 54FW B6JL WPJY JICZ LYQM,Industrial,Garden,45360,40-524-2664
72,2020-07-21 09:58:38,38-092-5858,45-601-7292,SA62 80LS 8F6M DTSK 4D0D DJZB,Beauty,Garden,34761,28-459-2174
9,2019-11-06 11:53:10,26-119-2748,06-063-6216,MR56 0630 2299 3684 6029 3598 740,Beauty,Health,41843,62-122-2574
95,2019-02-09 00:28:01,72-886-0862,24-122-0192,SI80 6086 6146 9086 322,Electronics,Shoes,45558,76-240-1729
6417,2020-02-28 11:35:30,61-650-0885,87-558-5124,EE72 6163 1866 7553 2216,Clothing,Sports,23965,04-324-2764
06,2018-06-23 23:17:08,94-673-7214,86-764-1774,BE40 9159 7868 7696,Tools,Computers,42809,61-129-7309
9,2019-11-08 23:41:17,83-337-2879,41-285-2690,FI12 5485 7046 5912 98,Music,Grocery,21787,15-183-3827
6,2019-04-02 11:01:24,91-782-9742,37-722-3831,NL12 ZPID 7506 6972 05,Jewelery,Games,22717,06-189-7507
0367,2020-08-10 13:53:47,06-147-3059,13-159-5654,BH13 AQUV Y2MQ EO1K HTTU H4,Kids,Health,18933,94-213-9834
6031,2019-05-29 06:53:51,00-365-9447,35-709-9623,EE34 0216 9867 8682 5564,Shoes,Sports,8708,41-364-6374
6270,2020-06-07 01:11:28,76-016-7267,12-883-6184,FR96 5885 8037 986Z L2PF 12PB 746,Electronics,Movies,24086,20-272-4473
848,2018-06-26 19:34:21,91-944-5370,98-191-6868,FR72 0628 1767 72TZ ZYEX TLFH Y72,Home,Movies,10001,32-517-6505
8,2020-02-26 02:17:57,57-881-3386,73-945-5152,PS70 WMTN VTVQ 0YRB GPAO ZRXU LGW7 C,Automotive,Clothing,44018,07-613-0292
087,2019-03-16 12:39:14,52-585-9492,25-115-9589,LV81 TXFS FPN4 0GIH FHEF Y,Automotive,Health,48510,64-046-7329
63248,2020-03-30 17:42:35,49-287-0171,36-042-8061,BG03 RXMZ 7661 85IQ B5AZ KY,Industrial,Jewelery,40722,51-406-6587
923,2019-05-20 17:52:42,92-979-2346,00-644-3788,LV53 XNVI 0AV8 8X8W SJHV A,Computers,Kids,8560,67-796-0706
3,2019-02-14 03:46:47,47-827-0460,69-412-8285,KZ46 182P T6V6 DMF3 4KIK,Tools,Garden,49050,07-205-1369
678,2020-05-16 21:12:09,75-502-9203,77-149-8621,VG63 AVUI 9959 9105 0143 6592,Outdoors,Health,15801,78-886-5112
9,2018-06-23 20:44:39,02-533-0597,21-729-6430,FR27 6300 4435 974E 5YMA WF7W Y21,Games,Outdoors,12122,25-986-7272
3,2020-09-04 06:29:00,24-304-3824,03-165-2544,GI86 IGMV HRTS TLVS DEUC G9P,Beauty,Jewelery,49249,00-334-7460
56029,2018-09-04 10:14:41,90-456-1019,66-027-2537,FR96 3980 9638 87NR GSA2 00EQ I00,Garden,Tools,47855,48-551-7703
9,2018-09-28 04:54:22,38-264-9507,76-432-3766,LI83 3627 8YGR PSBS V7VN 5,Toys,Electronics,14224,34-998-0989
1,2018-08-10 05:53:54,40-334-4066,52-175-8286,BA53 6760 1687 2187 1574,Baby,Health,39972,06-104-6030
804,2019-01-26 00:29:39,24-114-9578,06-551-3064,FR97 1720 9162 84ET WFHB NQEJ S66,Beauty,Health,24969,92-853-3321
86,2020-06-15 08:53:55,34-414-1718,61-369-4535,CR23 9859 9941 3783 0929 1,Movies,Outdoors,23635,10-530-5255
0332,2020-04-05 12:53:18,12-390-7602,54-656-9523,AD22 3882 3902 CZBR KENE ZEOL,Computers,Home,5203,14-629-8005
6280,2020-04-27 23:29:26,88-655-7801,94-651-1971,CZ57 2270 5574 6778 3420 3071,Grocery,Beauty,32967,38-857-6869
55528,2020-04-18 01:03:58,67-954-4961,14-355-0492,FR21 6715 7970 52KB HJFY FMSO V76,Toys,Grocery,7694,07-217-1022
4375,2019-01-11 05:46:16,57-038-4285,47-687-3429,SI13 5319 5424 6869 451,Automotive,Books,20863,03-182-8075
3437,2018-06-05 21:49:21,77-939-7631,86-975-6266,FR85 0078 8423 66YF XAIM AFVV S21,Games,Movies,30637,33-303-6788
6,2018-11-22 06:03:16,29-044-8936,59-759-2009,MC31 0514 3863 73EG T455 IBV7 A16,Sports,Automotive,45508,43-544-7816
05539,2019-04-23 13:09:51,12-833-5558,68-118-0735,SK91 0688 7765 0636 1079 7359,Beauty,Beauty,24597,76-610-3422
436,2018-07-19 08:55:03,73-806-2047,52-430-0081,MD46 LK4O S8SX AY0I VJRG CP7J,Baby,Movies,32658,86-831-5870
67,2019-04-13 04:34:33,82-688-8193,50-077-2648,GT10 FLEB CFEV KA4M FTXW EJVP Q37S,Tools,Clothing,47583,53-426-3854
41,2019-12-05 21:05:04,07-863-4237,41-175-0932,MT57 RGHF 4946 61IA WJ6P FHKV 2U6V E8G,Outdoors,Shoes,41655,99-191-5128
434,2018-12-20 18:48:43,77-127-2878,93-992-6595,IL07 8811 3903 8145 1986 824,Outdoors,Music,30122,63-450-7155
7,2020-05-31 08:46:27,14-339-1712,45-718-3970,GE60 BF36 2394 1570 5858 64,Jewelery,Industrial,19558,69-895-7772
90,2018-08-01 01:52:30,76-356-2875,74-726-3396,KZ54 759J 0QLU DND8 ATMN,Baby,Books,39873,54-342-6461
2,2018-10-18 14:29:21,42-294-5561,52-591-9286,HR67 6197 4384 7800 0506 9,Health,Kids,34028,00-321-9135
96,2018-08-13 03:32:28,00-666-1991,43-421-4877,SK76 1642 6854 0472 3499 4256,Computers,Electronics,32925,07-172-1058
9419,2020-03-20 06:00:32,69-251-2806,72-580-9161,CZ39 0755 6391 5388 4040 5569,Books,Garden,5590,23-566-8735
4674,2020-06-19 14:12:20,08-162-4276,37-765-0527,BG07 ROTT 9954 07UT 3W0H PZ,Clothing,Automotive,46425,34-896-6896
5323,2018-10-10 20:09:20,72-766-5640,78-186-0967,BH90 QIRY DPLY FYLI BXY0 IT,Home,Automotive,5794,23-977-8819
59,2018-05-09 17:58:47,08-005-5419,45-787-3129,GT87 TOQW L8LU JBIP XG46 53L6 WWJR,Beauty,Books,25884,02-131-4866
3,2020-01-01 17:18:13,75-502-7029,19-829-7035,AZ23 DHHC P3SS 011T P2CQ GYPI E4J7,Automotive,Health,28470,87-473-7924
129,2019-07-17 10:31:00,72-345-3470,53-048-2642,GL72 6064 7953 6120 15,Toys,Games,27963,33-870-4541
8,2019-03-27 09:31:44,80-415-0404,10-851-0534,TR75 8947 9DMH ETVX IDFN XWXE CU,Books,Jewelery,45275,55-085-1434
3641,2018-08-12 09:55:08,13-609-9457,94-721-9567,CY74 4271 5515 JMPA 6W5R MKU4 FUIG,Tools,Baby,42382,08-908-1735
08,2020-06-22 11:48:57,67-412-2777,92-981-2827,BH49 CDTF DE3Z KGT8 V8FY IO,Tools,Sports,11968,18-884-9169
189,2020-01-14 22:48:54,74-029-7786,15-968-1131,KW18 CVBD MPGS GY0W J60G YWXU NSN3 TO,Grocery,Shoes,38599,42-328-2210
53,2018-03-20 15:50:38,34-290-4854,69-952-0673,MD76 WJRP 5LS3 2D5D ULFI ISYF,Garden,Outdoors,5005,39-926-3450
33,2018-06-18 08:03:55,48-851-0450,74-688-7101,CY70 7120 9049 04KF XWRC N6HT Y6YN,Computers,Baby,15833,80-891-2240
7,2020-04-23 09:09:14,84-977-5718,94-529-8813,VG82 DPWA 0061 3925 3903 2155,Tools,Baby,32558,44-144-6470
53440,2018-03-19 02:04:55,07-493-2996,65-042-1690,SI28 1922 3492 0058 310,Music,Computers,44390,72-203-7390
28786,2020-05-15 22:18:33,78-100-0298,83-720-8376,GT41 ALJM HJ1M TD3V HPKB F9BE GYF7,Kids,Electronics,42117,87-424-8849
88,2020-02-22 23:14:29,39-182-6791,78-787-6301,SA82 15LP EXFT DYM5 Q0VK T4PQ,Baby,Toys,8872,27-365-8165
410,2018-09-09 16:39:08,40-184-4512,44-515-9372,DO68 RDAU 5026 9947 4645 9012 4934,Electronics,Movies,6609,33-740-4750
41130,2019-03-07 01:09:37,72-796-4851,19-643-7597,NL59 QDUF 1723 1859 27,Games,Garden,25695,58-795-1912
82988,2020-06-13 05:22:15,04-557-7270,24-620-2076,MT47 XDPR 0388 58WO KO6Q EA6C UGBX Z2Y,Industrial,Games,34493,18-982-9360
49934,2018-09-17 15:39:50,19-120-8745,44-205-7886,GT15 EQIV CWQA OQ3A RMEA FNWG 4ZH7,Toys,Health,25029,23-002-3941
21,2020-01-24 10:17:00,06-303-8986,38-325-3464,FR37 5179 5829 5195 5SH1 SPSV V47,Grocery,Tools,40826,64-224-5605
15136,2020-09-12 22:09:13,75-985-8302,75-486-0942,CY05 7775 2824 1093 F1QR H1GS FEAZ,Automotive,Tools,8029,13-957-1925
695,2019-09-20 09:33:48,86-684-1252,04-930-1647,PT42 6470 7900 8094 6695 3174 6,Shoes,Computers,48932,66-785-6808
996,2018-05-29 23:07:45,05-185-2639,30-680-9470,FR53 6664 3741 44FM OELZ 6VSR V76,Shoes,Beauty,23399,01-867-8530
7,2018-04-20 17:13:01,21-256-6710,17-192-6279,PT40 6771 7606 0333 2143 3337 3,Jewelery,Grocery,44258,44-653-4374
079,2019-07-15 12:46:03,53-059-5800,00-384-1045,MT04 URIE 6366 3ECQ DSCM OXV5 5OWG 81D,Music,Health,15609,14-440-6829
297,2019-02-25 19:25:54,92-972-7934,82-651-5916,SA41 86PU SNNY POWH 6XKA SG1N,Beauty,Tools,29747,74-574-3593
22515,2018-09-28 11:03:41,15-951-3752,46-968-5243,CR95 3575 0209 5695 2215 2,Shoes,Baby,46245,51-402-9064
6,2019-05-21 00:13:58,23-911-2452,97-249-4347,ES19 7658 0305 1922 3510 7569,Automotive,Books,25684,54-033-9761
1,2020-02-14 09:00:05,69-135-4220,48-385-4994,SK46 0789 0310 1068 3217 1972,Electronics,Beauty,49621,12-061-1176
9,2018-04-16 06:47:53,88-942-0344,96-048-8086,FR65 4609 8586 45YU MMPP 1GJK V97,Books,Outdoors,31823,95-863-6568
7,2019-11-29 10:13:29,28-767-5405,30-085-6103,IE70 YWLI 5025 1048 1690 73,Shoes,Shoes,42321,44-111-8883
361,2019-03-04 08:33:10,53-636-9908,04-946-9984,MR30 8277 8902 7678 0427 8006 779,Jewelery,Sports,30438,35-136-1911
81,2019-06-16 15:22:04,57-809-6491,90-437-2683,FR61 8896 4175 91NG TB0W V156 B05,Music,Music,10825,34-528-3405
2,2019-03-17 07:25:12,55-271-4241,79-033-0789,IL49 5662 4396 1276 5970 669,Outdoors,Electronics,37665,01-546-2256
586,2019-02-06 19:26:25,82-082-3785,09-422-4006,KW47 FUWF TFO7 8HMI GYQY 9ONK 73J2 RA,Toys,Health,15409,77-836-8210
8479,2018-03-25 04:56:07,56-798-9386,77-772-0964,AE08 1993 6267 5183 9747 401,Garden,Jewelery,49072,42-953-4188
3793,2019-01-01 11:06:56,02-346-0614,32-812-5917,MD07 6O6C C8FK RV6I KSUK BOW9,Kids,Health,31989,82-420-7693
0454,2018-08-16 20:54:09,91-619-7240,62-598-8786,EE09 1647 8047 8304 2254,Health,Grocery,19676,44-325-2188
808,2019-03-02 01:23:44,37-208-2529,67-369-8820,MT79 JSGJ 1171 90RI AJCQ UKTS LQNK WLI,Movies,Shoes,29168,96-105-5956
626,2020-02-13 05:38:07,40-600-1112,94-508-9102,FR77 3164 0149 91W7 EMLH CWJS Q24,Garden,Home,41459,03-231-0869
3465,2019-06-17 02:09:22,04-126-7503,97-377-2820,MR41 2035 0376 6995 4645 2226 419,Electronics,Industrial,28949,71-392-3313
09388,2020-01-25 18:32:47,56-381-8544,37-672-3186,FR98 4083 9389 87AW BKAG GHFS L20,Automotive,Outdoors,6524,77-546-0794
86236,2020-02-13 19:08:34,98-571-0492,27-599-8671,BG14 RRET 3969 12ZT 5AQQ X8,Outdoors,Garden,45387,20-817-8105
23530,2020-07-29 12:49:41,03-910-8420,17-069-5185,AT63 1926 3937 4380 6002,Games,Games,33445,60-496-7978
13,2018-10-30 18:47:11,42-349-5604,40-435-3208,FR82 3453 2888 97LD MUVG JWYK C33,Sports,Shoes,42124,27-653-8929
419,2018-12-26 16:59:21,12-755-9451,04-616-1154,PL10 2111 1001 5257 1407 6739 2561,Baby,Jewelery,13996,83-865-0960
919,2018-05-04 19:00:39,26-836-6591,11-544-8837,DO68 FKS1 1642 4307 7242 8554 1916,Computers,Computers,27917,61-141-7899
5,2019-05-04 05:14:00,98-505-4859,68-078-4379,FR70 6494 1104 58HQ QS4I LFDU F34,Jewelery,Health,28076,28-978-8830
47636,2019-11-25 19:52:42,97-962-3296,29-554-6015,SI20 4271 1938 1190 976,Sports,Kids,11868,54-376-1217
25751,2020-01-16 20:15:01,03-637-5131,06-553-0036,IL23 9841 7152 1563 1561 940,Music,Industrial,32341,05-847-3282
6,2020-04-10 15:16:00,72-160-8913,19-161-8109,IE11 VUNK 9366 2656 3512 59,Movies,Beauty,11562,53-401-4202
82410,2019-02-03 09:25:43,91-502-5431,00-801-4967,FR73 4481 6076 03H8 6JNJ LREA G92,Computers,Tools,8061,67-782-0134
3,2019-07-21 10:38:35,09-510-0852,03-607-8484,GR98 8291 522M 0HXX U3VE MDK3 NUR,Beauty,Books,15713,11-291-2253
7,2018-06-05 06:42:56,48-427-1177,97-057-2100,FR96 3182 3071 15ZC ZQST TYJI M17,Toys,Outdoors,32542,25-190-4874
02090,2018-06-21 20:05:31,34-750-5159,40-255-5531,IE53 ZBKQ 6500 4865 5536 17,Grocery,Tools,30517,14-277-5210
9262,2018-06-01 17:31:10,08-716-0228,39-644-3692,DK57 4650 7004 3865 67,Movies,Computers,38278,99-140-5645
3728,2020-08-25 23:01:48,64-174-4769,88-677-3000,GI12 JBXJ 6FX9 GJA3 USV1 XNS,Home,Computers,23118,47-060-1227
67,2018-06-15 17:58:24,49-333-8906,42-426-1296,PS34 ZOMV Y2HS RX9V 9QYZ 7X9L 9PYO A,Computers,Games,42310,63-151-1967
74793,2020-01-11 10:37:53,96-417-0481,83-122-7863,LI80 2738 5GWK EM71 BWDM N,Industrial,Baby,43905,91-779-6403
561,2019-01-08 17:30:19,80-608-4018,05-995-2783,DE83 7310 9255 4941 9072 04,Home,Health,12267,35-719-8567
3,2019-07-16 13:20:29,90-062-7726,91-848-4327,ES68 7078 4131 9966 0643 8570,Outdoors,Electronics,40772,77-882-0501
6404,2018-10-17 22:01:27,57-475-5921,20-482-4555,GL08 1608 7025 8733 48,Automotive,Outdoors,13667,46-568-5994
815,2019-11-07 00:26:57,28-541-1350,44-735-4004,SK50 8585 9334 7431 1699 1013,Kids,Movies,47083,70-546-1527
45185,2018-04-23 14:22:27,66-572-4043,15-040-9826,MK74 935Y 2OIG PTH3 600,Toys,Music,45105,93-565-9209
2321,2019-10-16 10:22:23,87-147-2729,83-408-7655,PK25 KMLJ IMWZ EGD6 E3KG KWSG,Toys,Jewelery,31759,26-763-4608
47422,2019-10-16 13:20:40,87-434-9649,02-277-8010,AE39 6759 8644 2837 4380 371,Tools,Industrial,15705,17-074-8462
634,2019-01-10 11:27:55,33-839-9570,15-516-7033,DK96 0550 3191 7088 25,Kids,Outdoors,46436,19-831-7239
4327,2019-11-10 20:29:38,40-980-6456,96-982-0521,NO54 3353 7659 828,Clothing,Computers,44874,84-319-1640
14518,2019-09-03 03:02:25,07-156-2549,57-304-3686,MK90 579P 1REO IPPL B38,Clothing,Electronics,9872,52-052-7027
6243,2020-06-30 04:10:32,29-466-0976,42-797-1966,AZ21 RGUG OC1U MKCZ MKJV QB4J E5TI,Electronics,Computers,36876,90-585-5870
39,2020-02-01 20:28:23,68-998-7905,69-369-0617,HU48 6248 2933 3391 0912 5480 9256,Kids,Automotive,44322,84-893-3821
401,2019-03-09 04:39:25,11-648-9081,33-367-0558,SK22 0018 0743 9645 1459 2257,Outdoors,Electronics,47389,43-876-8543
7684,2020-08-31 22:42:06,26-817-2783,72-416-2644,DO75 7YTS 5673 1925 1369 2915 1180,Shoes,Home,13377,78-462-5792
03517,2018-09-13 17:41:37,55-243-4910,75-925-7870,BE47 2341 5181 2593,Games,Tools,42562,40-613-1346
7,2018-06-02 17:34:07,34-217-0024,67-110-2633,KZ10 225S AMEF RMZA QMQB,Health,Clothing,11155,32-015-7208
77729,2018-05-02 18:30:29,00-273-6139,85-810-6224,VG98 MCZV 5265 0584 1564 0290,Tools,Music,18319,96-770-1627
731,2018-06-12 12:13:29,29-665-6499,44-105-0033,BH80 XMTE HIST OOKN YCWV UD,Electronics,Baby,21753,26-271-1343
04125,2020-07-05 21:42:12,12-275-6488,35-812-6006,CZ86 8738 7464 9613 4794 2523,Tools,Industrial,45455,19-068-0244
85560,2019-03-07 20:48:34,30-312-3424,56-807-1736,LT03 9976 1819 4270 9700,Toys,Toys,44328,72-269-8725
1061,2020-08-30 05:57:30,88-219-7207,45-024-1466,BR60 9784 6176 2691 4083 9405 047G H,Electronics,Grocery,21987,03-377-4648
664,2019-03-12 12:29:41,69-920-6260,85-260-6628,CH67 5591 0UON QTRM QORQ 0,Music,Movies,23240,76-184-7386
625,2019-05-06 10:41:01,09-881-1706,59-605-8555,NL83 PRKQ 3608 6974 51,Electronics,Books,29422,52-787-2110
6,2018-11-14 13:59:26,05-502-9736,71-608-0185,ES24 8086 6713 5546 6822 8722,Shoes,Shoes,15360,72-309-6679
3532,2019-10-02 08:42:58,56-569-2699,32-409-2516,GI62 YMUA VFLF A7QH RK10 IBN,Home,Health,24827,64-838-0484
0,2020-04-28 06:48:19,20-796-1273,27-911-6786,LI55 0918 5PDQ BJXC YMVR S,Home,Toys,46985,30-011-4281
90,2019-01-30 13:44:37,55-121-4900,25-756-6761,GT57 3ULD EJS0 6SCD MXYE NPQE JKKH,Garden,Tools,11857,11-656-7043
472,2019-11-09 02:33:58,99-236-5480,49-777-1243,HR48 8763 7051 1439 7479 8,Computers,Electronics,43188,92-656-0774
2738,2020-02-29 20:00:20,59-222-1295,41-631-6155,NL22 NJOV 7497 3896 58,Automotive,Shoes,28520,33-757-0850
2,2019-02-10 21:09:23,70-856-7828,22-104-0345,CZ27 1793 6368 2626 9686 8593,Electronics,Grocery,48321,43-704-1099
